product_id,product_title,rating,total_reviews,price,top_reviews
itmf29b1195d8621,"Apple iPhone 17 Pro Max (Deep Blue, 256 GB)",4.8,27,"₹1,49,900","5 Wonderful Best iPhone ever 😊 READ MORE SUNIL KUMAR Certified Buyer , Nadbai 22 days ago 35 6 Permalink Report Abuse || 5 Excellent The best READ MORE Arjun Thakur Certified Buyer , Panchkula 1 month ago 52 12 Permalink Report Abuse || 5 Simply awesome Best❤️ Thank you Flipkart. READ MORE Aftab Ali Certified Buyer , Kolkata 1 month ago 159 50 Permalink Report Abuse || 5 Worth every penny Hey, I'd really appreciate it if Flipkart could get the product here before the actual delivery date. They actually delivered it super fast, like, within a day! Thanks, Flipkart, for the quick delivery. Also, I was a little worried about ordering electronics from Flipkart after reading some reviews. But I took a chance and ordered this iPhone 🤩. I gotta say, Flipkart didn't mess up and kept their promise 👌. They just delivered this awesome product and totally made my day, it was worth ever... READ MORE Siva H Certified Buyer , Coimbatore 1 month ago 390 142 Permalink Report Abuse || 5 Fabulous! It was amazing phone😍 and the camera was fantastic. And this colour looks like wow🫶 READ MORE Padmalav Upadhyaya Certified Buyer , Bhubaneshwar 1 month ago 41 12 Permalink Report Abuse"
